Pop	Pop3code	Genetic_region	Project	Latitud	Longitud	Lambda	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56
British From England and Scotland	GBR	EUR	1000 Genomes	52.486243	-1.890401	1	NA	0.239130434782609	NA	NA	NA	NA	NA	NA	NA	NA	0.0108695652173913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.271739130434783	NA	0.478260869565217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
British From England and Scotland	GBR	EUR	1000 Genomes	52.486243	-1.890401	10	NA	NA	NA	NA	NA	0.0217391304347826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0434782608695652	NA	NA	NA	NA	NA	0.271739130434783	NA	0.25	NA	NA	NA	NA	NA	0.0326086956521739	0.0326086956521739	0.326086956521739	NA	NA	0.0217391304347826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
British From England and Scotland	GBR	EUR	1000 Genomes	52.486243	-1.890401	2.15443469003188	NA	0.0543478260869565	0.0108695652173913	NA	NA	NA	NA	NA	NA	NA	0.0108695652173913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.271739130434783	NA	0.652173913043478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
British From England and Scotland	GBR	EUR	1000 Genomes	52.486243	-1.890401	4.64158883361278	NA	NA	0.0108695652173913	NA	NA	NA	NA	NA	NA	NA	0.0108695652173913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282608695652174	NA	0.695652173913043	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	0.01	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	0.0215443469003188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	0.0464158883361278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	0.215443469003188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	0.464158883361278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	10	0.0606060606060606	NA	NA	0.696969696969697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0101010101010101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0505050505050505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA	NA	NA	NA	NA	NA	NA	0.0707070707070707	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	2.15443469003188	0.0202020202020202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97979797979798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chinese Dai in Xishuangbanna, China	CDX	EAS	1000 Genomes	22	100.78	4.64158883361278	0.0202020202020202	NA	NA	0.858585858585859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0101010101010101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.111111111111111	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	0.01	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	0.0215443469003188	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	0.0464158883361278	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	0.1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	0.215443469003188	NA	0.98936170212766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0106382978723404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	0.464158883361278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.936170212765957	NA	NA	NA	0.0106382978723404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0531914893617021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colombian in Medellín, Colombia	CLM	AMR	1000 Genomes	4.58333	-74.066666	10	0.106382978723404	NA	0.0319148936170213	NA	NA	NA	NA	0.0106382978723404	0.212765957446809	NA	NA	0.265957446808511	NA	NA	0.0106382978723404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.212765957446809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0851063829787234	NA	0.0106382978723404	NA	NA	NA	0.0531914893617021	NA	NA	NA	NA	NA	NA
